Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Care (product.metafields.custom.care),Description (product.metafields.custom.description1),description (product.metafields.custom.description2),free shipping in the USA (product.metafields.custom.free_shipping_in_the_usa),HID (product.metafields.custom.hid),materials  (product.metafields.custom.materials_),Measurments (product.metafields.custom.measurments),placemats (product.metafields.custom.placemats),Related Size - Large (product.metafields.custom.related_size_large),Related Size - Medium (product.metafields.custom.related_size_medium),shipping and returns  (product.metafields.custom.shipping_and_returns),TINUUID (product.metafields.custom.tinuuid),Care guide (product.metafields.descriptors.care_guide),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Care instructions (product.metafields.shopify.care-instructions),Color (product.metafields.shopify.color-pattern),Cover color (product.metafields.shopify.cover-color),Cover material (product.metafields.shopify.cover-material),Fabric (product.metafields.shopify.fabric),Shape (product.metafields.shopify.shape),Throw pillow shape (product.metafields.shopify.throw-pillow-shape),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
desert-tan-velvet-woven-bench-1,Champagne Velvet Woven Bench,"<p>The woven bench is a meticulously crafted piece that adds a playful yet sophisticated touch to any entryway or living area. Using a unique weaving technique, this handmade bench combines soft velvet fabric and durable Beechwood for both aesthetic and functional value that will endure for years to come.<strong data-mce-fragment=""1""></strong></p>",Knots Studio,Furniture > Benches,Woven bench,"",false,Size,94 cm,,,,,,,,733,9000.0,shopify,deny,manual,435.00,950.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/goldbench.png?v=1668678049,1,"",false,,"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
desert-tan-velvet-woven-bench-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/ScreenShot2022-03-05at14.54.53_896b527e-91ae-4230-8a78-6c65e50f9089.png?v=1668678049,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
illuminate-yellow-velvet-woven-bench-1,Illuminate Yellow Velvet Woven Bench,"<meta charset=""utf-8"">
<p>Born of appreciation for elegance, the woven bench is a handmade piece that brings a sculptural, playful air to any entryway or living space. Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.</p>
<p><strong data-mce-fragment=""1"">Size: </strong><span data-mce-fragment=""1"">Width: 94</span><span data-mce-fragment=""1"">X32 </span><span data-mce-fragment=""1"">cm / 37X12.5 inch <strong>|</strong> </span><span data-mce-fragment=""1"">120X32 cm / 47X12.5 inch</span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Height:</strong> 50 cm / 19.5 inch      </span></p>
<p><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Materials:</strong> Beech wood, stiff foam filling, upholstery materials, polyester velvet fabric.<br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Care:</strong> Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean.                      </span></p>
<p><b>Production</b><strong> and shipping time:</strong><span> </span>We make each piece to order in our studio. Please allow <span data-mce-fragment=""1"">10 - 15</span> business days for us to make &amp; ship your purchase.</p>
<p><strong>Custom order: </strong>We can stain paint the wooden stool to walnut or black. if you are interested, just add a note with the color of your choice at the note section at checkout. </p>
<p><strong>We accept Mastercard, Visa, and American Express. You can make up to 3 payments without any commission. We also accept PayPal for your convenience.</strong></p>
<p><strong><span>Buyers are responsible for any customs and import taxes that may apply. We are not responsible for delays due to customs.</span></strong></p>
<p><meta charset=""utf-8""><strong data-mce-fragment=""1"">Please Read about our<span data-mce-fragment=""1""> </span><span style=""color: #2b00ff;""><a style=""color: #2b00ff;"" title=""shipping refunds and exchanges"" href=""https://www.knots-studio.com/pages/shipping-refund-and-exchange"" data-mce-fragment=""1"" data-mce-href=""https://www.knots-studio.com/pages/shipping-refund-and-exchange"" target=""_blank"">shipping, refunds and exchanges policies.</a></span></strong></p>
<p>For any thoughts or questions please send us a Message and We'll be happy to answer ASAP.</p>
<p> </p>",Knots Studio,Furniture > Benches,Woven bench,"",false,Size,94 cm,,,,,,,,732,9000.0,shopify,deny,manual,885.00,,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Yellow_232839fa-f727-4c30-aa6b-0ba10a817f92.jpg?v=1655628573,1,"",false,,"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
illuminate-yellow-velvet-woven-bench-1,,,,,,,,,120 cm,,,,,,,,751,9000.0,shopify,deny,manual,1095.00,,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Yellow2_487aa588-4941-46b0-a700-dbb8247fea5e.jpg?v=1655628631,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
illuminate-yellow-velvet-woven-bench-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Yellow3_fb47cd54-b2e8-4fa4-9b3e-ed3027048ed8.jpg?v=1655628663,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glowing-rust-velvet-woven-bench,Glowing Rust Velvet Woven Bench,"<meta charset=""utf-8"">
<p>Born of appreciation for elegance, the woven bench is a handmade piece that brings a sculptural, playful air to any entryway or living space. Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.</p>
<p><strong data-mce-fragment=""1"">Size: </strong><span data-mce-fragment=""1"">Width: 94</span><span data-mce-fragment=""1"">X32 </span><span data-mce-fragment=""1"">cm / 37X12.5 inch <strong>|</strong> </span><span data-mce-fragment=""1"">120X32 cm / 47X12.5 inch</span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Height:</strong> 50 cm / 19.5 inch      </span></p>
<p><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Materials:</strong> Beech wood, stiff foam filling, upholstery materials, polyester velvet fabric.<br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Care:</strong> Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean.                      </span></p>
<p><b>Production</b><strong> and shipping time:</strong><span> </span>We make each piece to order in our studio. Please allow <span data-mce-fragment=""1"">10 - 15</span> business days for us to make &amp; ship your purchase.</p>
<p><strong>Custom order: </strong>We can stain paint the wooden stool to walnut or black. if you are interested, just add a note with the color of your choice at the note section at checkout. </p>
<p><strong>We accept Mastercard, Visa, and American Express. You can make up to 3 payments without any commission. We also accept PayPal for your convenience.</strong></p>
<p><strong><span>Buyers are responsible for any customs and import taxes that may apply. We are not responsible for delays due to customs.</span></strong></p>
<p><meta charset=""utf-8""><strong data-mce-fragment=""1"">Please Read about our<span data-mce-fragment=""1""> </span><span style=""color: #2b00ff;""><a style=""color: #2b00ff;"" title=""shipping refunds and exchanges"" href=""https://www.knots-studio.com/pages/shipping-refund-and-exchange"" data-mce-fragment=""1"" data-mce-href=""https://www.knots-studio.com/pages/shipping-refund-and-exchange"" target=""_blank"">shipping, refunds and exchanges policies.</a></span></strong></p>
<p>For any thoughts or questions please send us a Message and We'll be happy to answer ASAP.</p>
<p> </p>",Knots Studio,Furniture > Benches,Woven bench,"",false,Size,94 cm,,,,,,,,731,9000.0,shopify,continue,manual,885.00,,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Rust_b97d81b7-be08-4a4b-886c-f140a96f280e.jpg?v=1655627637,1,"",false,,"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
glowing-rust-velvet-woven-bench,,,,,,,,,120 cm,,,,,,,,752,9000.0,shopify,continue,manual,1095.00,,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Rust4.jpg?v=1655627659,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
glowing-rust-velvet-woven-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Rust5.jpg?v=1655627694,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teal-velvet-woven-bench,Teal Velvet Woven Bench,"<p>The woven bench is a meticulously crafted piece that adds a playful yet sophisticated touch to any entryway or living area. Using a unique weaving technique, this handmade bench combines soft velvet fabric and durable Beechwood for both aesthetic and functional value that will endure for years to come.<strong data-mce-fragment=""1""></strong></p>",Knots Studio,Furniture > Benches,Woven bench,"",false,Size,94 cm,,,,,,,,730,9000.0,shopify,deny,manual,665.00,950.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Teal_ae71af14-ad51-4dd4-9651-939545130215.jpg?v=1655634490,1,"",false,,"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.",,,,,,,,,,,,,,,,,"Beech wood, Stiff foam, Polyester Velvet fabric","Width: 94X32 cm / 37X12.5 inch | 120X32 cm / 47X12.5 inch
Height: 50 cm / 19.5 inch   ",,,,,,Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean. ,,,,,,,,,,l-emerald-green-velvet-knot-floor-cushion; l-hot-cherry-knot-floor-cushion; copy-of-l-hull-busket-in-stone-vegan-suede; l-royal-blue-velvet-knot-floor-cushion; m-black-velvet-knot-floor-cushion; m-burnt-orange-velvet-knot-floor-cushion; black-velvet-woven-stool-1; burnt-orange-velvet-knot-stool; emerald-green-velvet-knot-bar-stool-1,,,,,kg,,,draft
teal-velvet-woven-bench,,,,,,,,,120 cm,,,,,,,,750,9000.0,shopify,deny,manual,896.00,1195.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Teal2_ece8780a-12cf-4d81-bc4d-a26f80f5ba0f.jpg?v=1655634520,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
teal-velvet-woven-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Teal3.jpg?v=1655634551,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iris-velvet-woven-bench,Iris Velvet Woven Bench,"<meta charset=""utf-8"">
<p>Born of appreciation for elegance, the woven bench is a handmade piece that brings a sculptural, playful air to any entryway or living space. Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.</p>
<p><strong data-mce-fragment=""1"">Size: </strong><span data-mce-fragment=""1"">Width: 94</span><span data-mce-fragment=""1"">X32 </span><span data-mce-fragment=""1"">cm / 37X12.5 inch <strong>|</strong> </span><span data-mce-fragment=""1"">120X32 cm / 47X12.5 inch</span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Height:</strong> 50 cm / 19.5 inch      </span></p>
<p><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Materials:</strong> Beech wood, stiff foam filling, upholstery materials, polyester velvet fabric.<br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Care:</strong> Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean.                      </span></p>
<p><b>Production</b><strong> and shipping time:</strong><span> </span>We make each piece to order in our studio. Please allow <span data-mce-fragment=""1"">10 - 15</span> business days for us to make &amp; ship your purchase.</p>
<p><strong>Custom order: </strong>We can stain paint the wooden stool to walnut or black. if you are interested, just add a note with the color of your choice at the note section at checkout. </p>
<p><strong>We accept Mastercard, Visa, and American Express. You can make up to 3 payments without any commission. We also accept PayPal for your convenience.</strong></p>
<p><strong><span>Buyers are responsible for any customs and import taxes that may apply. We are not responsible for delays due to customs.</span></strong></p>
<p><meta charset=""utf-8""><strong data-mce-fragment=""1"">Please Read about our<span data-mce-fragment=""1""> </span><span style=""color: #2b00ff;""><a style=""color: #2b00ff;"" title=""shipping refunds and exchanges"" href=""https://www.knots-studio.com/pages/shipping-refund-and-exchange"" data-mce-fragment=""1"" data-mce-href=""https://www.knots-studio.com/pages/shipping-refund-and-exchange"" target=""_blank"">shipping, refunds and exchanges policies.</a></span></strong></p>
<p>For any thoughts or questions please send us a Message and We'll be happy to answer ASAP.</p>
<p> </p>",Knots Studio,Furniture > Benches,Woven bench,"",false,Size,94 cm,,,,,,,,727,9000.0,shopify,deny,manual,885.00,,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Iris_809714e3-2f17-475f-8a49-477adb33474a.jpg?v=1655629073,1,"",false,,"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
iris-velvet-woven-bench,,,,,,,,,120 cm,,,,,,,,746,9000.0,shopify,deny,manual,1095.00,,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Iris2_60d64d7f-4d14-408d-bfd7-c2d0f392e892.jpg?v=1655629100,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
iris-velvet-woven-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Iris3_1fff9bd4-7b27-48fa-ac2b-3efaff54bc97.jpg?v=1655629123,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iris-velvet-woven-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/f88d79b7e6690872495b442a8789393d.jpg?v=1655629023,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
midnight-blue-velvet-woven-bench,Midnight Blue Velvet Woven Bench,"<p>The woven bench is a meticulously crafted piece that adds a playful yet sophisticated touch to any entryway or living area. Using a unique weaving technique, this handmade bench combines soft velvet fabric and durable Beechwood for both aesthetic and functional value that will endure for years to come.<strong data-mce-fragment=""1""></strong></p>",Knots Studio,Furniture > Benches,Woven bench,"",false,Size,94 cm,,,,,,,,725,9000.0,shopify,deny,manual,665.00,950.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Midnight_fdad36fa-f364-47dc-a79b-9b87bbcdd48f.jpg?v=1655629379,1,"",false,,"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.",,,,,,,,,,,,,,,,,"Beech wood, Stiff foam, Polyester Velvet fabric","Width: 94X32 cm / 37X12.5 inch | 120X32 cm / 47X12.5 inch
Height: 50 cm / 19.5 inch   ",,,,,,Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean. ,,,,,,,,,,l-emerald-green-velvet-knot-floor-cushion; l-hot-cherry-knot-floor-cushion; copy-of-l-hull-busket-in-stone-vegan-suede; l-royal-blue-velvet-knot-floor-cushion; m-black-velvet-knot-floor-cushion; m-burnt-orange-velvet-knot-floor-cushion; black-velvet-woven-stool-1; burnt-orange-velvet-knot-stool; emerald-green-velvet-knot-bar-stool-1,,,,,kg,,,draft
midnight-blue-velvet-woven-bench,,,,,,,,,120 cm,,,,,,,,744,9000.0,shopify,deny,manual,896.00,1195.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Midnight2_bd1617ec-1942-4ab4-9f86-4930f01f9081.jpg?v=1655629395,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
midnight-blue-velvet-woven-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Midnight3_e2017ef8-d2f0-41d5-bcb5-38a2be1ca928.jpg?v=1655629413,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mauve-velvet-woven-bench,Mauve Velvet Woven Bench,"<meta charset=""utf-8"">
<p>Born of appreciation for elegance, the woven bench is a handmade piece that brings a sculptural, playful air to any entryway or living space. Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.</p>
<p><strong data-mce-fragment=""1"">Size: </strong><span data-mce-fragment=""1"">Width: 94</span><span data-mce-fragment=""1"">X32 </span><span data-mce-fragment=""1"">cm / 37X12.5 inch <strong>|</strong> </span><span data-mce-fragment=""1"">120X32 cm / 47X12.5 inch</span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Height:</strong> 50 cm / 19.5 inch      </span></p>
<p><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Materials:</strong> Beech wood, stiff foam filling, upholstery materials, polyester velvet fabric.<br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Care:</strong> Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean.                      </span></p>
<p><b>Production</b><strong> and shipping time:</strong><span> </span>We make each piece to order in our studio. Please allow <span data-mce-fragment=""1"">10 - 15</span> business days for us to make &amp; ship your purchase.</p>
<p><strong>Custom order: </strong>We can stain paint the wooden stool to walnut or black. if you are interested, just add a note with the color of your choice at the note section at checkout. </p>
<p><strong>We accept Mastercard, Visa, and American Express. You can make up to 3 payments without any commission. We also accept PayPal for your convenience.</strong></p>
<p><strong><span>Buyers are responsible for any customs and import taxes that may apply. We are not responsible for delays due to customs.</span></strong></p>
<p><meta charset=""utf-8""><strong data-mce-fragment=""1"">Please Read about our<span data-mce-fragment=""1""> </span><span style=""color: #2b00ff;""><a style=""color: #2b00ff;"" title=""shipping refunds and exchanges"" href=""https://www.knots-studio.com/pages/shipping-refund-and-exchange"" data-mce-fragment=""1"" data-mce-href=""https://www.knots-studio.com/pages/shipping-refund-and-exchange"" target=""_blank"">shipping, refunds and exchanges policies.</a></span></strong></p>
<p>For any thoughts or questions please send us a Message and We'll be happy to answer ASAP.</p>
<p> </p>",Knots Studio,Furniture > Benches,Woven bench,"",false,Size,94 cm,,,,,,,,724,9000.0,shopify,deny,manual,885.00,,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Mauve_ffa5a5ff-c381-4f48-b480-4095c0e4e75f.jpg?v=1655629206,1,"",false,,"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
